sent,headline,headline_clean
neutral,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",Helsinki May finnish company Lemminkainen Oyj HEL LEMS say today construct office building Toolonlahti downtown Helsinki without disclose financial detail
positive,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",HELSINKI Thomson Financial Mreal say exercise option buy MW natural gas power plant land Kyroskoski Finland around mln eur Kyro Oyj
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,last position Nokia Siemens Networks head Business Human Resources NSN global
neutral,Her present position is the director of Stockmann 's international department stores .,present position director Stockmann international department store
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,work NetApp include strategically reposition brand category major global relaunch
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",Honkarakenne also decide yesterday sell B series share key staff member EUR per share
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",Honkarakenne also decide yesterday sell Bseries share key staff member EUR per share
neutral,hu will offer a further discount of between 25 % and 50 % on selected books .,hu offer discount select book
neutral,"If needed , she provides also further information on ferry connections and hotels .",need provide also information ferry connection hotel
neutral,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",Igor Oleg Yankov currently manage Moron Vitim hold onto stake
neutral,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',image datum produce browser phone server convert bitmapped image send handset display
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,implementation project carry finnish company YIT association investment fund Evli Property Investment Russia EPI
neutral,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",million tonne CO EUA EU Allowance emission credit EU trade underlie market value approx
neutral,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",Talentum disclose three Interim Reports Q January March Friday April Q April June Friday July Q July September Friday October
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",steel industry account percent cargo volume transport whereas energy industry account percent industry percent
neutral,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",letter Economic Affairs Minister list estonian shipping company Tallink ask approval entitle cut port fee
neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",recent interview Financial Times FT Sampo board chairman Bjorn Wahlroos say PC certainly sale price set SEK billion confirm early statement
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",release october Peab say two business continue conduct brand Cliffton Stockholm Entreprenad part Peab Group
negative,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",addition employee lay notice whole workforce lay short period need
neutral,"In addition , MIDs are always online and enable full Internet browsing .",addition mid always online enable full internet browsing
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum .",addition contract include modification effluent treatment plant Follum
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,addition deal include call option enable Maritim Food increase holding Sandanger future
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",connection deal Digia employ person Nokia Oslo Silicon Valley USA
neutral,"In his current position , Manty has worked since 1996 .",current position Manty work since
neutral,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",term power generation Fortum produce TWh electricity first nine month compare TWh period accord figure release group late financial result
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",financial statement first quarter Tikkurila report discontinue operation
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",fourth quarter OKO Banks expect operating environment Banking Investment Services remain similar JanuarySeptember
neutral,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,meantime ceo duty assume Outotec Deputy CEO Seppo Rantakari
neutral,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",sinter plant limestone coke breeze mix iron ore concentrate sinter lump form sinter use blast furnace raw material ironmaking
neutral,"In this way , the industry 's starting point has been the consumers ' needs .",way industry starting point consumer need
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",total surveillance camera handle manage accord variety need company say
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",volume focus already outside Finland group product make Poland baltic country
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",Incap headquarter Oulu Finland electronic contract manufacturer employee Finland Estonia India
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,Incap Contract Manufacturing subsidiary Incap Corporation Finland
neutral,"Includes company and brand share data by category , as well as distribution channel data .",include company brand share datum category well distribution channel datum
neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",Indigo Somoncom serve subscriber market share approximately May
neutral,"industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",industry Asia Pakistan Malaysia Taiwan Philippines Today Global Research Data Services go publish several market analysis cement market Asia
neutral,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .",Intellisync Wireless Email Nokia fullfeatured wireless email solution connect user email calendar contact note task list away office accord company
neutral,Investment management and investment advisory services are the company 's sole line of business .,investment management investment advisory service company sole line business
